loan_amnt,int_rate,grade,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti,term_months,emp_years
26352,5.8,A,RENT,125833,Not Verified,2015-05-01,Fully Paid,debt_consolidation,NC,7.896514357932354,36,0
27301,23.0,E,OWN,50836,Source Verified,2018-04-01,Late (16-30 days),vacation,MI,5.4026874536038285,60,0
18584,14.2,G,RENT,120367,Source Verified,2016-06-01,Fully Paid,small_business,NY,17.685682357005845,36,4
17144,17.7,D,MORTGAGE,96543,Verified,2017-09-01,Fully Paid,small_business,NY,10.62832965636274,60,5
19397,18.2,E,MORTGAGE,85648,Not Verified,2016-09-01,Fully Paid,car,FL,5.649437077617438,36,2
13787,22.9,B,MORTGAGE,56331,Source Verified,2018-07-01,Fully Paid,home_improvement,OH,20.600586388685716,36,8
19191,17.7,F,RENT,135992,Verified,2016-10-01,Current,debt_consolidation,NY,25.39935645952284,36,9
5728,17.3,A,RENT,40763,Verified,2016-11-01,Fully Paid,major_purchase,MI,7.572531527333131,60,5
22749,6.3,F,RENT,99444,Source Verified,2016-06-01,Late (31-120 days),credit_card,GA,18.827623187589783,60,3
25876,15.4,G,RENT,123109,Verified,2016-02-01,Current,major_purchase,GA,27.3088603580224,36,6
5698,8.0,D,RENT,49187,Source Verified,2018-02-01,Fully Paid,vacation,PA,34.57420463025275,36,7
12186,19.7,G,MORTGAGE,41957,Source Verified,2018-10-01,Fully Paid,small_business,FL,25.015710339276826,60,8
19512,15.2,C,RENT,34379,Source Verified,2015-12-01,Charged Off,debt_consolidation,IL,12.345186524285618,60,10
18923,18.6,B,OWN,57959,Not Verified,2018-05-01,Fully Paid,medical,TX,26.496609193369988,60,5
21779,5.8,B,OWN,112018,Source Verified,2015-02-01,Charged Off,debt_consolidation,PA,22.9378828045949,36,5
12400,6.7,C,OWN,57105,Verified,2018-05-01,Fully Paid,debt_consolidation,NY,11.353978657446431,60,7
29466,19.3,A,RENT,30877,Not Verified,2016-08-01,Fully Paid,home_improvement,PA,30.53332477542664,36,4
9171,6.4,C,MORTGAGE,78353,Verified,2016-05-01,Fully Paid,major_purchase,IL,17.822132816828024,60,2
9360,6.4,G,RENT,113788,Not Verified,2017-03-01,Fully Paid,home_improvement,TX,33.85932964202378,36,2
7502,5.2,A,MORTGAGE,126870,Not Verified,2017-06-01,Current,medical,IL,26.68703022343334,60,5
31395,24.1,D,MORTGAGE,114585,Not Verified,2015-11-01,Fully Paid,medical,IL,24.336894638954664,60,1
22101,19.8,F,MORTGAGE,113308,Not Verified,2018-11-01,Current,car,NC,26.850585124296856,60,5
24166,12.1,F,OWN,81567,Verified,2015-04-01,Fully Paid,vacation,GA,19.34291056454665,60,5
26330,10.9,F,RENT,87913,Source Verified,2015-02-01,Fully Paid,credit_card,OH,20.15679433405022,60,7
33153,12.0,C,RENT,32637,Verified,2016-02-01,Fully Paid,car,NY,30.53622156334232,36,6
10486,20.5,G,MORTGAGE,102778,Source Verified,2016-02-01,Fully Paid,small_business,MI,25.427856099305085,60,7
13335,18.2,D,RENT,72025,Verified,2016-09-01,Fully Paid,home_improvement,FL,31.91729975574925,60,8
26364,8.7,A,MORTGAGE,136917,Not Verified,2017-03-01,Fully Paid,home_improvement,PA,31.724802607228057,60,5
32716,8.5,C,RENT,131187,Not Verified,2017-10-01,Current,car,NY,34.29470102132748,36,2
28650,7.0,D,RENT,129508,Source Verified,2015-04-01,Fully Paid,small_business,NC,26.006439765360025,60,9
9491,18.2,B,RENT,112464,Source Verified,2016-06-01,Fully Paid,debt_consolidation,GA,20.06905152985226,36,2
28576,20.3,C,RENT,58742,Verified,2016-04-01,Current,small_business,PA,9.989351006272472,60,10
16130,10.3,D,OWN,41831,Source Verified,2015-07-01,Current,major_purchase,FL,26.16141678942252,60,0
26972,5.4,A,MORTGAGE,143768,Verified,2015-03-01,Fully Paid,car,OH,13.74733150279792,36,10
12651,6.6,C,MORTGAGE,145911,Source Verified,2015-03-01,Fully Paid,vacation,NY,13.488427041119936,60,4
25020,24.4,D,MORTGAGE,115092,Source Verified,2017-06-01,Current,small_business,MI,12.148633293442042,36,3
32798,10.9,C,MORTGAGE,120879,Source Verified,2018-11-01,Fully Paid,debt_consolidation,GA,31.253661720543505,36,8
6167,20.4,A,MORTGAGE,118370,Not Verified,2018-09-01,Fully Paid,small_business,CA,31.038933400464742,60,8
32192,17.5,A,RENT,76762,Not Verified,2018-11-01,Fully Paid,home_improvement,NY,23.929113346101744,36,4
6062,12.6,B,MORTGAGE,134824,Verified,2016-07-01,Current,credit_card,IL,19.18942944112208,60,9
23540,9.1,F,RENT,128958,Source Verified,2016-08-01,Fully Paid,home_improvement,IL,25.16343380296397,60,3
29244,7.4,B,RENT,118741,Verified,2017-09-01,Late (16-30 days),vacation,MI,23.21688350895172,36,6
26545,17.3,C,MORTGAGE,48830,Source Verified,2016-10-01,Fully Paid,medical,TX,17.47202744970162,36,5
26689,20.5,B,RENT,85044,Not Verified,2018-09-01,Current,credit_card,MI,16.38892602456903,36,3
16174,17.9,B,RENT,103948,Not Verified,2017-07-01,Fully Paid,medical,GA,16.483829244360507,36,9
27925,15.6,E,RENT,99202,Source Verified,2016-09-01,Fully Paid,small_business,IL,22.674002094681143,60,1
32870,5.8,D,RENT,67045,Source Verified,2018-02-01,Current,major_purchase,OH,24.430080683624777,60,0
9729,24.4,A,MORTGAGE,116322,Not Verified,2018-09-01,Fully Paid,vacation,OH,18.55225260546326,36,3
14348,21.0,B,RENT,147257,Not Verified,2015-03-01,Fully Paid,small_business,IL,34.06074350639129,60,3
28714,10.9,A,RENT,101051,Verified,2018-05-01,Fully Paid,debt_consolidation,GA,7.515371540134431,60,0
10334,24.6,C,OWN,137509,Not Verified,2016-06-01,Fully Paid,small_business,NC,15.41141077861331,60,5
13924,17.0,D,RENT,56627,Source Verified,2017-08-01,Fully Paid,credit_card,FL,17.57224049376323,60,3
9330,16.6,A,MORTGAGE,45198,Verified,2018-09-01,Charged Off,home_improvement,FL,5.5076403039482935,36,0
29394,20.0,B,RENT,99521,Source Verified,2016-02-01,Fully Paid,major_purchase,GA,15.948715630046754,36,0
11801,21.2,B,OWN,141439,Verified,2018-06-01,Fully Paid,medical,CA,13.211297515185276,60,0
9846,18.1,F,MORTGAGE,136471,Source Verified,2018-10-01,Fully Paid,small_business,FL,20.181088106824426,36,7
11731,7.6,G,MORTGAGE,59475,Not Verified,2015-05-01,Charged Off,small_business,PA,15.092316415498075,36,9
20368,11.8,A,MORTGAGE,135752,Source Verified,2015-01-01,Current,home_improvement,FL,26.78546404839384,36,7
28625,23.6,D,MORTGAGE,148998,Verified,2017-10-01,Fully Paid,major_purchase,PA,20.297974862229456,60,1
22337,9.5,B,RENT,49403,Source Verified,2017-04-01,Fully Paid,car,IL,8.89286700488793,60,10
7539,12.4,B,RENT,33681,Verified,2017-10-01,Late (31-120 days),medical,NC,27.501839724330416,60,6
12056,13.6,D,RENT,121555,Source Verified,2016-11-01,Fully Paid,small_business,MI,7.976866882480298,36,7
16516,13.8,F,MORTGAGE,148884,Not Verified,2018-06-01,Current,small_business,NC,30.17147504238072,60,7
16493,17.3,F,RENT,123122,Not Verified,2018-01-01,Current,car,FL,32.942665822586584,60,10
6542,23.9,C,RENT,145260,Source Verified,2016-03-01,Current,medical,FL,14.673358705545615,36,9
26677,9.8,B,RENT,72292,Source Verified,2015-11-01,Fully Paid,credit_card,GA,32.784278997887924,60,10
18964,7.4,D,RENT,133057,Source Verified,2017-09-01,Current,credit_card,MI,28.79024477367615,60,6
22575,8.9,B,RENT,135386,Verified,2018-02-01,Current,vacation,FL,32.6730683301131,36,4
11313,22.7,C,MORTGAGE,132306,Source Verified,2015-02-01,Fully Paid,vacation,TX,24.988104107625432,36,0
32569,17.9,B,OWN,35629,Source Verified,2017-06-01,Fully Paid,debt_consolidation,TX,12.069321182642655,36,8
28322,10.7,D,MORTGAGE,123246,Verified,2018-10-01,Fully Paid,home_improvement,CA,31.835697107329175,60,6
24065,21.3,B,MORTGAGE,125864,Not Verified,2016-10-01,Fully Paid,major_purchase,IL,10.52795228512231,60,1
30793,22.2,A,RENT,107814,Source Verified,2016-02-01,Fully Paid,small_business,PA,11.391816530526064,60,5
22924,21.9,F,RENT,38417,Source Verified,2017-09-01,Fully Paid,medical,NC,13.131889704210913,36,1
27556,23.4,A,RENT,148888,Not Verified,2018-03-01,Fully Paid,small_business,IL,14.12738934459754,36,0
32812,10.0,C,RENT,64765,Not Verified,2018-12-01,Fully Paid,vacation,PA,20.43438926393092,60,6
26925,20.1,B,MORTGAGE,104499,Verified,2017-03-01,Fully Paid,debt_consolidation,PA,26.403720813021323,60,1
31962,14.2,A,RENT,144088,Source Verified,2017-12-01,Charged Off,medical,NY,32.78624523202051,36,1
33295,21.8,A,RENT,86574,Source Verified,2015-06-01,Late (31-120 days),medical,FL,7.6531276200650735,36,10
18807,19.6,A,OWN,132828,Verified,2015-04-01,Fully Paid,small_business,CA,33.63108086684707,36,4
14580,20.5,E,MORTGAGE,120545,Not Verified,2015-03-01,Fully Paid,home_improvement,FL,32.6396890129044,36,4
31432,18.1,B,MORTGAGE,57675,Verified,2018-05-01,Fully Paid,debt_consolidation,CA,6.619978765431168,60,6
22749,8.5,F,MORTGAGE,131711,Not Verified,2018-05-01,Charged Off,home_improvement,IL,15.80963413074688,36,0
13691,15.9,C,MORTGAGE,102267,Verified,2018-11-01,Current,debt_consolidation,GA,29.39430170898009,60,7
31256,24.7,B,RENT,70563,Not Verified,2015-03-01,Late (31-120 days),small_business,GA,23.347296364382032,60,2
30086,23.7,C,MORTGAGE,41332,Verified,2018-11-01,Fully Paid,debt_consolidation,IL,28.372818301453112,60,3
12494,5.9,C,RENT,49177,Not Verified,2018-08-01,Late (16-30 days),credit_card,MI,26.571000163696624,36,8
9312,8.3,D,MORTGAGE,119254,Not Verified,2018-11-01,Fully Paid,medical,TX,19.90310339381491,36,3
6324,7.6,B,MORTGAGE,98447,Not Verified,2016-08-01,Charged Off,major_purchase,PA,6.236541378550986,36,9
30731,19.5,B,RENT,87104,Not Verified,2018-12-01,Fully Paid,small_business,CA,22.52804606193503,36,4
31403,21.4,E,MORTGAGE,114335,Not Verified,2015-11-01,Current,car,OH,6.456999591778879,60,6
8141,9.3,F,MORTGAGE,144938,Source Verified,2018-04-01,Fully Paid,major_purchase,FL,23.111801526053924,36,3
28803,15.1,E,RENT,110730,Not Verified,2018-12-01,Charged Off,small_business,IL,29.012325874810347,36,0
24870,21.8,B,MORTGAGE,34951,Source Verified,2015-11-01,Current,major_purchase,PA,22.54975246105756,60,8
6810,19.7,D,RENT,136402,Not Verified,2018-09-01,Fully Paid,credit_card,CA,34.91065413685091,36,3
11588,15.8,C,OWN,58333,Source Verified,2015-12-01,Fully Paid,major_purchase,NC,18.675995005412997,60,8
24307,16.8,C,OWN,51673,Source Verified,2016-10-01,Current,debt_consolidation,MI,27.464823908119623,60,5
10301,15.2,B,OWN,144421,Verified,2015-10-01,Fully Paid,vacation,FL,25.016398752257224,60,0
31790,11.0,C,MORTGAGE,70870,Not Verified,2018-07-01,Fully Paid,major_purchase,GA,34.74295074674264,60,2
25570,16.3,A,MORTGAGE,101101,Verified,2017-10-01,Fully Paid,small_business,IL,26.396570152313156,60,10
30289,18.8,B,MORTGAGE,52821,Verified,2017-08-01,Fully Paid,car,GA,9.920921943781682,60,1
27361,22.5,E,RENT,55494,Not Verified,2015-01-01,Fully Paid,car,CA,33.66553119251722,60,8
33178,17.7,B,MORTGAGE,129477,Verified,2018-10-01,Fully Paid,vacation,GA,25.03331679337284,60,0
33710,20.2,A,RENT,104160,Not Verified,2016-05-01,Fully Paid,home_improvement,FL,6.780146924191697,36,8
20485,8.2,A,MORTGAGE,142698,Verified,2016-10-01,Fully Paid,vacation,TX,24.72704917353837,36,8
16714,14.2,F,RENT,141560,Not Verified,2015-06-01,Current,medical,PA,31.493582200243253,36,7
25652,5.2,C,RENT,30835,Not Verified,2015-10-01,Late (16-30 days),major_purchase,TX,22.31125585970075,36,7
9748,9.9,B,MORTGAGE,48646,Not Verified,2016-01-01,Charged Off,car,IL,15.620589140960336,60,10
26233,19.5,E,RENT,107360,Source Verified,2017-04-01,Fully Paid,vacation,TX,29.62728902211848,36,0
14435,24.8,E,RENT,67335,Verified,2015-01-01,Late (31-120 days),major_purchase,NY,28.475360246174883,60,10
8709,7.0,B,RENT,99351,Source Verified,2016-08-01,Fully Paid,medical,PA,21.325464626939024,36,7
30657,13.0,D,RENT,144934,Verified,2017-11-01,Fully Paid,car,CA,9.63085309687701,36,9
28003,21.0,D,RENT,32429,Verified,2015-02-01,Late (31-120 days),medical,PA,12.52959456569544,36,2
30031,9.1,D,RENT,71950,Verified,2018-11-01,Current,major_purchase,NY,27.15451916558317,60,10
18116,16.1,A,OWN,90654,Source Verified,2017-04-01,Current,small_business,OH,29.182464961847824,36,6
30470,19.7,E,RENT,137422,Verified,2018-12-01,Current,major_purchase,TX,13.377958341229691,60,10
14576,17.3,C,MORTGAGE,139934,Source Verified,2015-11-01,Fully Paid,vacation,PA,16.0395523156036,60,0
15150,8.8,B,RENT,149975,Not Verified,2017-01-01,Fully Paid,medical,GA,7.328956557493854,36,0
24456,12.1,B,MORTGAGE,98143,Verified,2015-11-01,Charged Off,small_business,CA,26.403858450994992,36,9
11530,20.7,A,MORTGAGE,121186,Verified,2016-03-01,Fully Paid,small_business,NC,5.107326338000941,36,4
15188,16.1,A,RENT,134234,Not Verified,2016-01-01,Fully Paid,home_improvement,IL,6.396245636572042,60,4
19683,5.1,D,MORTGAGE,127889,Not Verified,2018-11-01,Current,car,IL,5.130322033522697,36,7
33861,20.2,A,MORTGAGE,132326,Verified,2017-02-01,Current,debt_consolidation,IL,24.3595875001285,60,6
5504,5.7,B,MORTGAGE,107527,Not Verified,2016-12-01,Fully Paid,small_business,PA,17.521613831016396,60,7
6214,19.9,C,OWN,116704,Source Verified,2016-07-01,Current,medical,TX,13.926402840299907,36,5
6531,9.0,A,RENT,61099,Source Verified,2015-01-01,Current,car,PA,32.381030310713314,36,5
33016,24.2,G,MORTGAGE,69385,Verified,2017-07-01,Charged Off,credit_card,FL,10.7840838402982,60,1
28960,12.4,B,MORTGAGE,65919,Source Verified,2016-04-01,Fully Paid,major_purchase,GA,16.68104031144202,60,5
5823,11.5,B,MORTGAGE,126952,Source Verified,2016-06-01,Fully Paid,vacation,NC,33.209354027832546,60,4
22312,8.0,B,RENT,90782,Verified,2015-08-01,Fully Paid,medical,NC,17.813196885111275,36,2
10029,11.1,B,MORTGAGE,101116,Not Verified,2018-06-01,Fully Paid,credit_card,GA,21.64081056941173,60,5
18428,22.5,A,MORTGAGE,102590,Verified,2015-11-01,Fully Paid,medical,NY,7.410105997084627,36,7
21517,24.9,D,RENT,119626,Source Verified,2018-09-01,Fully Paid,major_purchase,MI,28.70499160680387,60,8
7105,12.4,F,RENT,70387,Verified,2018-06-01,Fully Paid,home_improvement,FL,17.682763312647147,60,0
8627,14.0,B,RENT,45823,Verified,2017-09-01,Late (31-120 days),medical,CA,29.015453737954505,36,2
17972,19.4,D,MORTGAGE,76015,Source Verified,2016-02-01,Fully Paid,small_business,NC,12.613929276679764,60,2
27700,22.7,D,MORTGAGE,132877,Source Verified,2015-04-01,Current,debt_consolidation,IL,17.6743625168423,36,10
6852,16.9,E,MORTGAGE,45339,Verified,2015-08-01,Charged Off,small_business,PA,28.59646809095031,36,7
9910,12.8,B,OWN,33491,Source Verified,2016-09-01,Fully Paid,major_purchase,NY,34.21633301130919,60,0
34844,13.3,B,OWN,30706,Source Verified,2017-09-01,Late (31-120 days),medical,MI,6.788765731618066,36,4
25559,18.9,B,RENT,127493,Source Verified,2017-05-01,Fully Paid,debt_consolidation,GA,29.37368532256713,36,2
32509,5.1,D,OWN,45728,Source Verified,2018-09-01,Fully Paid,small_business,OH,14.020672028813308,60,1
32860,17.4,E,MORTGAGE,36997,Source Verified,2018-06-01,Current,debt_consolidation,CA,21.522298426732164,36,7
33874,12.1,A,MORTGAGE,133537,Source Verified,2015-04-01,Fully Paid,vacation,MI,13.702767948522435,36,2
16003,20.9,B,MORTGAGE,90408,Not Verified,2016-01-01,Charged Off,major_purchase,IL,23.403364177039705,36,6
26732,6.9,F,MORTGAGE,88097,Verified,2016-03-01,Fully Paid,home_improvement,MI,15.614084919319266,60,10
30826,16.8,E,OWN,68523,Source Verified,2016-06-01,Current,home_improvement,NC,15.008446729330444,36,0
18843,14.6,G,OWN,55163,Verified,2016-04-01,Fully Paid,medical,PA,6.138149388078066,60,5
16704,17.8,D,MORTGAGE,47718,Not Verified,2016-09-01,Charged Off,small_business,GA,9.408812177114346,60,2
20761,6.3,B,MORTGAGE,117508,Source Verified,2016-03-01,Fully Paid,credit_card,MI,32.512345965964364,36,7
11190,16.6,C,RENT,113767,Verified,2017-01-01,Charged Off,major_purchase,CA,34.94832286619739,36,5
22640,16.2,D,RENT,69619,Source Verified,2017-01-01,Current,small_business,MI,28.41561727608819,36,1
24760,16.2,A,RENT,42126,Source Verified,2017-09-01,Fully Paid,small_business,OH,13.604378743204604,60,5
10645,17.1,C,MORTGAGE,119131,Source Verified,2015-11-01,Charged Off,home_improvement,NY,17.073354153307776,36,6
34838,18.5,D,RENT,94926,Source Verified,2017-05-01,Fully Paid,medical,NC,27.18510364718248,36,4
24870,21.1,A,RENT,70633,Source Verified,2015-03-01,Current,debt_consolidation,PA,34.055406706495944,36,2
24968,10.4,D,RENT,107654,Source Verified,2015-08-01,Fully Paid,major_purchase,IL,18.664135121881028,36,3
14588,21.5,C,RENT,33317,Source Verified,2017-03-01,Current,vacation,GA,29.88567245865124,36,3
16829,15.0,F,MORTGAGE,74980,Not Verified,2017-05-01,Current,debt_consolidation,GA,34.252067677961506,60,5
13053,6.5,A,RENT,74115,Not Verified,2016-12-01,Fully Paid,car,NY,31.20419513168013,60,9
8330,6.2,B,MORTGAGE,91646,Source Verified,2015-04-01,Fully Paid,car,TX,11.814492403139807,36,0
24087,11.7,C,MORTGAGE,73158,Source Verified,2015-03-01,Fully Paid,major_purchase,TX,5.240955916268688,36,10
13662,20.7,B,MORTGAGE,85963,Not Verified,2015-10-01,Current,medical,IL,19.762451161652454,36,3
29504,19.2,D,RENT,77631,Not Verified,2016-07-01,Fully Paid,credit_card,MI,20.940824950858005,36,9
12114,20.8,D,MORTGAGE,79316,Not Verified,2017-02-01,Fully Paid,car,OH,11.037510936535089,60,3
18323,15.3,A,OWN,135364,Source Verified,2017-07-01,Current,home_improvement,GA,13.540231758404529,36,9
6353,13.8,C,MORTGAGE,89342,Verified,2018-05-01,Fully Paid,credit_card,MI,27.954594825456407,60,0
15975,7.9,C,MORTGAGE,45504,Verified,2015-09-01,Charged Off,small_business,GA,19.11041776139401,60,8
16023,11.6,B,RENT,98593,Verified,2017-12-01,Fully Paid,car,GA,14.5206225080077,36,3
26447,13.7,F,RENT,56660,Verified,2018-03-01,Fully Paid,home_improvement,MI,23.678780820857583,60,6
29933,6.8,E,RENT,67196,Source Verified,2015-04-01,Current,small_business,NY,24.58279267928376,60,2
32595,9.4,D,OWN,95938,Verified,2018-06-01,Fully Paid,credit_card,TX,28.081873305224065,60,9
28959,17.0,D,RENT,38605,Not Verified,2016-01-01,Fully Paid,major_purchase,FL,9.701278872887574,60,2
5667,19.7,C,RENT,87388,Not Verified,2015-03-01,Current,small_business,CA,27.24551756980971,36,7
25852,25.0,F,OWN,111297,Verified,2017-08-01,Fully Paid,debt_consolidation,NY,22.98285176331256,36,7
34703,23.7,D,RENT,85501,Not Verified,2018-11-01,Late (16-30 days),major_purchase,NC,6.727155959083913,60,10
14337,17.9,D,RENT,83309,Source Verified,2015-04-01,Late (16-30 days),major_purchase,OH,28.32336884760233,36,0
18659,13.4,E,OWN,57043,Verified,2018-08-01,Fully Paid,credit_card,OH,16.49240843999555,36,9
28203,17.7,B,RENT,63635,Verified,2018-03-01,Fully Paid,credit_card,CA,14.911428029889128,36,1
33761,20.7,E,RENT,109315,Source Verified,2016-09-01,Current,home_improvement,OH,18.442254547449032,36,7
8719,7.4,A,OWN,110691,Not Verified,2018-04-01,Fully Paid,home_improvement,MI,15.385252319183872,36,0
24129,13.2,B,OWN,136514,Source Verified,2015-09-01,Fully Paid,debt_consolidation,OH,15.148567766297273,60,7
12483,21.8,B,MORTGAGE,63132,Source Verified,2017-12-01,Current,major_purchase,FL,29.242330031018763,36,7
5539,12.7,G,OWN,119387,Not Verified,2016-12-01,Fully Paid,vacation,OH,8.735157630970768,36,1
32355,16.4,E,OWN,45366,Source Verified,2016-02-01,Current,medical,GA,34.118002035723755,36,3
9964,16.8,D,OWN,123944,Not Verified,2018-12-01,Fully Paid,debt_consolidation,NY,21.647949331230297,36,5
33712,8.7,D,MORTGAGE,102107,Not Verified,2017-05-01,Fully Paid,debt_consolidation,MI,10.487719952639388,60,10
9835,12.2,C,MORTGAGE,92580,Source Verified,2015-04-01,Fully Paid,medical,TX,8.936464487950595,60,8
25159,11.7,F,MORTGAGE,145267,Not Verified,2015-12-01,Late (16-30 days),medical,OH,22.74528596404948,60,7
11042,5.5,C,MORTGAGE,87889,Source Verified,2017-09-01,Charged Off,medical,IL,23.98998331540784,60,7
19837,5.5,B,RENT,109553,Not Verified,2016-09-01,Current,credit_card,IL,6.590773130894323,36,6
28486,21.6,A,RENT,69236,Verified,2016-02-01,Fully Paid,debt_consolidation,IL,12.290057423863574,60,8
12312,10.5,D,RENT,34150,Not Verified,2017-09-01,Fully Paid,debt_consolidation,OH,28.86385763664402,36,1
10320,15.4,D,MORTGAGE,141369,Not Verified,2018-04-01,Fully Paid,small_business,NC,6.488738832305765,36,2
18216,11.0,B,MORTGAGE,49423,Source Verified,2016-01-01,Fully Paid,medical,GA,30.652659917181083,36,9
27516,23.8,A,MORTGAGE,34137,Not Verified,2015-01-01,Fully Paid,medical,PA,24.744874295790005,36,7
29275,10.2,E,RENT,59992,Verified,2017-09-01,Charged Off,home_improvement,OH,18.032697780896143,36,5
32084,13.6,A,MORTGAGE,140540,Verified,2015-08-01,Fully Paid,home_improvement,NC,15.392985469127476,60,9
7779,22.5,D,RENT,124438,Not Verified,2015-05-01,Late (31-120 days),major_purchase,PA,5.577468915466818,60,8
22308,21.8,G,RENT,145140,Not Verified,2017-03-01,Fully Paid,home_improvement,CA,29.75644837255529,60,9
32532,8.7,B,RENT,74921,Verified,2015-07-01,Late (16-30 days),car,FL,9.281655619056142,60,3
6581,21.1,B,OWN,109369,Source Verified,2016-06-01,Fully Paid,major_purchase,GA,14.286259755862645,36,7
29098,14.2,D,OWN,96917,Verified,2018-02-01,Fully Paid,vacation,OH,22.073209410884115,60,9
24708,14.7,E,MORTGAGE,103690,Verified,2016-01-01,Fully Paid,medical,NY,12.379778002137629,36,2
17677,7.7,C,RENT,64235,Not Verified,2016-01-01,Fully Paid,small_business,MI,19.91421391256604,60,2
10713,6.6,F,OWN,108975,Not Verified,2015-10-01,Fully Paid,home_improvement,NY,29.28028486216107,36,7
28410,19.6,A,OWN,49122,Verified,2017-10-01,Fully Paid,small_business,NY,19.116138043708247,36,4
21639,14.9,C,RENT,53956,Source Verified,2018-12-01,Fully Paid,home_improvement,CA,33.46932032358788,60,2
9804,13.7,D,MORTGAGE,93879,Verified,2017-08-01,Current,home_improvement,MI,30.42501861129025,36,9
23222,19.6,E,MORTGAGE,88560,Verified,2017-07-01,Charged Off,small_business,CA,14.991177060901826,36,10
15136,20.3,A,MORTGAGE,112800,Source Verified,2018-03-01,Current,debt_consolidation,PA,16.998863737518132,60,0
5009,8.2,E,MORTGAGE,140310,Verified,2016-02-01,Fully Paid,debt_consolidation,CA,17.699801810675815,36,2
24255,17.2,C,MORTGAGE,98685,Verified,2016-11-01,Charged Off,debt_consolidation,IL,23.78538358773544,60,8
30373,7.7,B,RENT,54660,Not Verified,2017-03-01,Fully Paid,car,FL,13.603871875656194,60,4
28793,20.0,A,MORTGAGE,136196,Source Verified,2018-01-01,Fully Paid,debt_consolidation,IL,34.07747416467526,60,9
28802,18.1,E,RENT,116064,Not Verified,2017-12-01,Fully Paid,home_improvement,OH,23.26052661810503,36,1
34548,24.1,A,RENT,144440,Not Verified,2016-04-01,Fully Paid,medical,PA,16.982049762234006,36,6
10124,6.4,B,RENT,31168,Source Verified,2016-05-01,Fully Paid,credit_card,NC,24.35029446474702,36,1
6015,6.1,B,MORTGAGE,75124,Source Verified,2018-01-01,Fully Paid,small_business,PA,16.862150315891228,60,3
31400,10.6,E,MORTGAGE,65897,Verified,2015-01-01,Fully Paid,medical,NC,29.533870429382567,36,6
34045,10.2,D,RENT,45032,Not Verified,2015-10-01,Charged Off,credit_card,FL,22.03522881655164,60,3
32712,9.9,D,MORTGAGE,82797,Source Verified,2017-07-01,Charged Off,medical,CA,6.25911510218201,60,6
7193,23.1,B,MORTGAGE,65294,Not Verified,2017-04-01,Late (16-30 days),car,CA,10.302706022703823,36,6
13415,10.0,C,RENT,73827,Not Verified,2016-12-01,Current,credit_card,MI,30.94981919088604,60,0
18550,10.4,C,RENT,33516,Source Verified,2017-12-01,Fully Paid,vacation,OH,21.886994790703696,36,5
19512,20.2,E,MORTGAGE,49751,Verified,2015-08-01,Current,major_purchase,NY,33.51030429541715,36,8
34524,14.0,F,RENT,60373,Not Verified,2017-08-01,Current,debt_consolidation,TX,7.172669385820544,36,1
28833,20.5,A,MORTGAGE,60270,Source Verified,2016-11-01,Fully Paid,vacation,PA,13.857818902579218,36,2
9158,6.3,D,RENT,40386,Verified,2015-10-01,Fully Paid,car,PA,10.806301197187178,36,9
34912,14.8,A,OWN,131859,Not Verified,2018-11-01,Late (16-30 days),medical,OH,21.61520876686209,60,4
25309,5.7,C,MORTGAGE,94817,Source Verified,2018-09-01,Fully Paid,home_improvement,IL,16.48378493239728,60,8
11970,6.3,B,MORTGAGE,95184,Not Verified,2015-12-01,Late (31-120 days),debt_consolidation,GA,9.718206022291795,60,3
11938,23.1,B,MORTGAGE,144316,Source Verified,2017-01-01,Fully Paid,vacation,OH,24.282557418786407,36,0
26168,7.8,B,MORTGAGE,109693,Source Verified,2016-12-01,Fully Paid,debt_consolidation,TX,21.088950973915598,36,3
18772,15.6,C,MORTGAGE,67879,Not Verified,2016-05-01,Fully Paid,credit_card,CA,13.24208753888903,36,5
25384,13.2,B,MORTGAGE,135056,Not Verified,2017-02-01,Fully Paid,major_purchase,NC,19.39314073347133,60,4
23017,11.9,D,RENT,79597,Source Verified,2017-06-01,Current,debt_consolidation,IL,27.37214945123569,36,0
15344,23.0,B,OWN,69132,Verified,2016-01-01,Late (16-30 days),medical,IL,11.158150236519756,60,3
12266,5.4,A,RENT,33626,Not Verified,2018-08-01,Fully Paid,medical,MI,13.787172401051873,60,5
13702,18.3,D,MORTGAGE,115936,Source Verified,2016-05-01,Fully Paid,small_business,FL,15.383329612823454,36,9
5384,24.3,B,RENT,132179,Source Verified,2017-12-01,Current,small_business,TX,27.401793116030948,36,9
5404,16.2,B,OWN,133801,Verified,2016-10-01,Charged Off,debt_consolidation,IL,30.407677986527208,60,3
13175,23.7,D,RENT,111515,Verified,2017-04-01,Fully Paid,credit_card,TX,16.291654893248328,36,8
20158,6.0,B,MORTGAGE,107065,Verified,2016-07-01,Fully Paid,credit_card,OH,13.898625855017547,60,4
34189,13.4,A,MORTGAGE,85390,Not Verified,2016-09-01,Current,home_improvement,NC,31.683402750550314,36,7
17763,10.2,B,RENT,46645,Source Verified,2018-10-01,Current,car,NC,34.98094796578036,36,8
23384,19.6,F,MORTGAGE,121960,Source Verified,2018-07-01,Fully Paid,car,PA,25.11060918985397,60,9
32332,24.6,C,RENT,84144,Source Verified,2017-05-01,Fully Paid,vacation,CA,34.69941844967542,36,4
