loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti
16938, 60 months,7.1%,E,7 years,MORTGAGE,57594,Verified,Oct-2016,Fully Paid,debt_consolidation,IL,13.54568392882279
7427, 60 months,17.8%,A,7 years,RENT,145819,Not Verified,Aug-2015,Fully Paid,vacation,FL,5.727207770671691
31144, 60 months,9.3%,B,7 years,RENT,34763,Not Verified,Jan-2016,Fully Paid,vacation,OH,23.750583625043124
9000, 36 months,17.4%,A,7 years,MORTGAGE,118657,Verified,Apr-2018,Fully Paid,medical,IL,12.577056774130607
10052, 60 months,18.0%,B,6 years,RENT,40828,Source Verified,Feb-2017,Charged Off,debt_consolidation,GA,25.068611302048236
7738, 60 months,8.0%,D,7 years,MORTGAGE,77588,Verified,Sep-2016,Current,credit_card,CA,27.410254987908782
33074, 60 months,6.2%,C,10+ years,RENT,41221,Not Verified,Aug-2018,Fully Paid,home_improvement,IL,32.47783238311344
27116, 36 months,20.6%,B,7 years,OWN,41211,Source Verified,Apr-2015,Late (31-120 days),vacation,FL,33.74368386438839
10387, 36 months,14.2%,B,7 years,RENT,43569,Not Verified,Apr-2015,Fully Paid,debt_consolidation,NY,5.315781389291043
13002, 36 months,6.2%,A,9 years,RENT,126894,Not Verified,Sep-2015,Fully Paid,vacation,IL,34.711226280639124
10536, 60 months,24.9%,B,6 years,MORTGAGE,67860,Verified,Feb-2015,Fully Paid,vacation,MI,25.490549554824828
18479, 60 months,6.2%,C,< 1 year,MORTGAGE,101558,Verified,Nov-2018,Fully Paid,small_business,NY,24.305724811225677
8913, 60 months,18.9%,G,3 years,MORTGAGE,75337,Source Verified,Feb-2018,Fully Paid,medical,GA,5.4563928558606625
22450, 36 months,24.7%,E,3 years,OWN,82311,Source Verified,Jan-2016,Late (16-30 days),small_business,NY,30.837002356602127
29107, 36 months,9.8%,A,4 years,MORTGAGE,43515,Source Verified,Mar-2015,Fully Paid,medical,CA,9.364743417434791
25764, 60 months,7.8%,E,9 years,MORTGAGE,101695,Not Verified,Dec-2017,Fully Paid,vacation,NC,30.11990461799123
15636, 36 months,7.4%,D,5 years,OWN,141527,Verified,Sep-2017,Fully Paid,debt_consolidation,NC,5.46687638776148
25491, 36 months,11.1%,D,3 years,RENT,136749,Verified,Oct-2015,Current,car,PA,24.37892787497484
10726, 36 months,7.0%,C,1 year,MORTGAGE,117227,Verified,Oct-2015,Current,medical,MI,18.044046013094835
8373, 36 months,18.8%,B,5 years,MORTGAGE,54904,Source Verified,Sep-2018,Fully Paid,car,CA,11.023001871780053
17161, 60 months,6.2%,B,7 years,MORTGAGE,89935,Verified,Mar-2015,Fully Paid,home_improvement,GA,8.226841753113023
32122, 36 months,15.2%,A,7 years,RENT,73790,Verified,May-2015,Fully Paid,small_business,TX,18.203830896389793
30329, 36 months,24.9%,B,6 years,MORTGAGE,98580,Verified,Oct-2016,Fully Paid,car,NC,8.699174159642743
7082, 36 months,21.3%,B,5 years,OWN,105148,Source Verified,Sep-2017,Fully Paid,small_business,GA,19.593398350731427
32350, 36 months,17.3%,C,1 year,OWN,35636,Verified,Jul-2018,Fully Paid,medical,NY,23.756511759585567
32472, 60 months,11.1%,D,6 years,RENT,107129,Source Verified,Jul-2018,Fully Paid,medical,IL,29.821525808220745
33761, 60 months,17.5%,C,10+ years,OWN,144483,Verified,Sep-2017,Fully Paid,home_improvement,NC,25.359483115486
30351, 36 months,15.5%,A,4 years,RENT,32892,Verified,Sep-2016,Fully Paid,medical,CA,6.955993001184514
28132, 36 months,13.5%,F,5 years,RENT,51672,Verified,Jul-2016,Late (31-120 days),vacation,NC,14.222975976435116
21281, 36 months,7.6%,F,9 years,MORTGAGE,35812,Source Verified,Sep-2018,Late (31-120 days),home_improvement,FL,13.639358237975012
20305, 36 months,22.7%,D,7 years,MORTGAGE,126621,Source Verified,Jan-2015,Fully Paid,car,FL,32.450972704132525
14817, 36 months,14.0%,G,7 years,OWN,30654,Verified,Mar-2018,Fully Paid,medical,FL,31.033461331782906
16261, 36 months,8.9%,C,2 years,MORTGAGE,84633,Not Verified,Jun-2015,Fully Paid,debt_consolidation,MI,16.104437550512507
5417, 60 months,12.4%,F,6 years,RENT,47143,Source Verified,Feb-2015,Fully Paid,major_purchase,NC,7.134657676477433
29690, 36 months,13.3%,A,< 1 year,RENT,85934,Source Verified,Oct-2016,Current,credit_card,PA,31.823219534142
13808, 60 months,21.6%,B,< 1 year,MORTGAGE,97334,Verified,Apr-2018,Fully Paid,vacation,GA,31.64569858892562
25358, 60 months,19.7%,B,6 years,RENT,133463,Not Verified,May-2017,Current,major_purchase,FL,30.64238396092175
8267, 36 months,20.4%,A,9 years,RENT,59087,Verified,Aug-2016,Late (31-120 days),major_purchase,NY,30.352449132065047
22209, 60 months,5.2%,A,8 years,RENT,41618,Source Verified,Apr-2018,Fully Paid,small_business,CA,19.40762003258464
29052, 60 months,13.3%,C,6 years,RENT,38446,Source Verified,May-2018,Fully Paid,vacation,MI,10.322949567487946
10745, 60 months,14.6%,D,9 years,MORTGAGE,117182,Verified,Apr-2016,Fully Paid,vacation,OH,19.32464151387283
31092, 60 months,5.4%,C,4 years,RENT,132127,Verified,Jun-2018,Fully Paid,home_improvement,FL,19.837933120083946
16338, 60 months,10.2%,A,7 years,OWN,78867,Not Verified,Mar-2018,Fully Paid,small_business,GA,19.69795259734582
5412, 60 months,20.2%,E,1 year,RENT,81028,Not Verified,Jun-2016,Fully Paid,car,NY,21.163177583453486
12543, 36 months,7.7%,C,8 years,MORTGAGE,90101,Source Verified,May-2015,Current,credit_card,CA,12.729710689734652
12587, 60 months,15.7%,B,5 years,RENT,57200,Not Verified,Feb-2016,Fully Paid,car,IL,15.98723543400845
5728, 60 months,9.3%,D,8 years,MORTGAGE,125107,Not Verified,Oct-2017,Fully Paid,debt_consolidation,TX,18.025597758904084
32924, 60 months,5.2%,B,1 year,OWN,118074,Source Verified,Feb-2015,Charged Off,credit_card,NY,8.933636285494995
28548, 36 months,9.8%,B,2 years,RENT,136091,Source Verified,Jul-2015,Charged Off,small_business,PA,18.660924036845014
32384, 60 months,24.5%,F,7 years,OWN,91465,Source Verified,Jan-2017,Fully Paid,medical,NY,29.31408851208779
30251, 36 months,21.0%,B,< 1 year,RENT,139500,Source Verified,Apr-2018,Current,medical,NY,29.841786281986288
16657, 60 months,24.2%,C,9 years,OWN,116436,Verified,Apr-2016,Fully Paid,small_business,PA,17.34691315703091
10988, 36 months,14.8%,E,6 years,RENT,148422,Source Verified,Jul-2015,Fully Paid,car,IL,20.564249362530603
23888, 36 months,7.2%,D,6 years,MORTGAGE,117892,Source Verified,Feb-2018,Fully Paid,small_business,MI,6.009509964051699
7967, 60 months,16.0%,A,< 1 year,RENT,118559,Source Verified,Jan-2016,Fully Paid,small_business,NC,25.232976694057907
19527, 60 months,14.1%,A,8 years,MORTGAGE,69148,Not Verified,Jul-2015,Current,major_purchase,CA,17.13817648840589
24170, 36 months,21.9%,A,7 years,RENT,112928,Source Verified,Oct-2016,Charged Off,debt_consolidation,NY,18.364330492500372
21048, 60 months,7.0%,C,3 years,RENT,50698,Verified,Apr-2015,Current,vacation,NY,31.210181815392943
22506, 36 months,14.8%,B,9 years,OWN,72470,Verified,Jan-2015,Fully Paid,medical,PA,18.85503303681825
25463, 36 months,8.0%,A,10+ years,MORTGAGE,122071,Source Verified,Jan-2018,Fully Paid,major_purchase,GA,5.635767386835583
22955, 36 months,11.5%,F,4 years,RENT,81660,Verified,Jul-2018,Fully Paid,small_business,NY,11.824726726071871
10073, 36 months,19.7%,C,1 year,RENT,83910,Not Verified,Nov-2015,Fully Paid,home_improvement,NY,19.26861842924777
10104, 36 months,14.5%,B,8 years,RENT,65450,Source Verified,Jan-2016,Charged Off,major_purchase,PA,17.731888782456075
7143, 60 months,12.5%,C,5 years,RENT,86463,Verified,Nov-2018,Current,small_business,GA,30.81110411841442
31263, 36 months,12.9%,D,2 years,RENT,63757,Verified,Oct-2018,Fully Paid,medical,PA,21.264125279185
28190, 36 months,14.2%,A,6 years,OWN,108012,Source Verified,Mar-2015,Fully Paid,vacation,MI,25.68907225745363
12357, 60 months,20.7%,B,8 years,RENT,136750,Verified,Nov-2018,Fully Paid,small_business,NY,19.079698911304103
33708, 36 months,22.8%,E,2 years,RENT,100247,Source Verified,Jan-2017,Fully Paid,debt_consolidation,FL,18.189672021774946
17043, 60 months,24.1%,C,1 year,MORTGAGE,102015,Verified,Sep-2016,Fully Paid,car,CA,18.388600054230537
8440, 60 months,20.7%,C,6 years,RENT,61390,Not Verified,Aug-2015,Fully Paid,credit_card,GA,17.327647090815166
25150, 60 months,11.3%,B,6 years,RENT,86116,Verified,Nov-2016,Fully Paid,major_purchase,FL,21.157501575626103
10644, 36 months,18.8%,A,3 years,RENT,43161,Verified,May-2016,Fully Paid,major_purchase,PA,12.513302052608111
15518, 36 months,13.8%,A,10+ years,MORTGAGE,62152,Source Verified,Jan-2017,Fully Paid,major_purchase,NY,31.731655815254626
19552, 36 months,10.1%,B,8 years,RENT,110171,Verified,Apr-2018,Fully Paid,small_business,PA,14.992566442816187
7914, 60 months,21.8%,B,7 years,OWN,136379,Source Verified,Sep-2016,Charged Off,vacation,NC,9.425715025320404
26352, 36 months,5.8%,A,< 1 year,RENT,125833,Not Verified,May-2015,Fully Paid,debt_consolidation,NC,7.896514357932354
27301, 60 months,23.0%,E,< 1 year,OWN,50836,Source Verified,Apr-2018,Late (16-30 days),vacation,MI,5.4026874536038285
18584, 36 months,14.2%,G,4 years,RENT,120367,Source Verified,Jun-2016,Fully Paid,small_business,NY,17.685682357005845
17144, 60 months,17.7%,D,5 years,MORTGAGE,96543,Verified,Sep-2017,Fully Paid,small_business,NY,10.628329656362741
19397, 36 months,18.2%,E,2 years,MORTGAGE,85648,Not Verified,Sep-2016,Fully Paid,car,FL,5.649437077617438
13787, 36 months,22.9%,B,8 years,MORTGAGE,56331,Source Verified,Jul-2018,Fully Paid,home_improvement,OH,20.600586388685713
19191, 36 months,17.7%,F,9 years,RENT,135992,Verified,Oct-2016,Current,debt_consolidation,NY,25.399356459522842
5728, 60 months,17.3%,A,5 years,RENT,40763,Verified,Nov-2016,Fully Paid,major_purchase,MI,7.572531527333131
22749, 60 months,6.3%,F,3 years,RENT,99444,Source Verified,Jun-2016,Late (31-120 days),credit_card,GA,18.827623187589786
25876, 36 months,15.4%,G,6 years,RENT,123109,Verified,Feb-2016,Current,major_purchase,GA,27.3088603580224
5698, 36 months,8.0%,D,7 years,RENT,49187,Source Verified,Feb-2018,Fully Paid,vacation,PA,34.57420463025275
12186, 60 months,19.7%,G,8 years,MORTGAGE,41957,Source Verified,Oct-2018,Fully Paid,small_business,FL,25.015710339276826
19512, 60 months,15.2%,C,10+ years,RENT,34379,Source Verified,Dec-2015,Charged Off,debt_consolidation,IL,12.345186524285618
18923, 60 months,18.6%,B,5 years,OWN,57959,Not Verified,May-2018,Fully Paid,medical,TX,26.496609193369988
21779, 36 months,5.8%,B,5 years,OWN,112018,Source Verified,Feb-2015,Charged Off,debt_consolidation,PA,22.9378828045949
12400, 60 months,6.7%,C,7 years,OWN,57105,Verified,May-2018,Fully Paid,debt_consolidation,NY,11.353978657446433
29466, 36 months,19.3%,A,4 years,RENT,30877,Not Verified,Aug-2016,Fully Paid,home_improvement,PA,30.533324775426642
9171, 60 months,6.4%,C,2 years,MORTGAGE,78353,Verified,May-2016,Fully Paid,major_purchase,IL,17.822132816828024
9360, 36 months,6.4%,G,2 years,RENT,113788,Not Verified,Mar-2017,Fully Paid,home_improvement,TX,33.85932964202378
7502, 60 months,5.2%,A,5 years,MORTGAGE,126870,Not Verified,Jun-2017,Current,medical,IL,26.68703022343334
31395, 60 months,24.1%,D,1 year,MORTGAGE,114585,Not Verified,Nov-2015,Fully Paid,medical,IL,24.336894638954664
22101, 60 months,19.8%,F,5 years,MORTGAGE,113308,Not Verified,Nov-2018,Current,car,NC,26.850585124296856
24166, 60 months,12.1%,F,5 years,OWN,81567,Verified,Apr-2015,Fully Paid,vacation,GA,19.342910564546646
26330, 60 months,10.9%,F,7 years,RENT,87913,Source Verified,Feb-2015,Fully Paid,credit_card,OH,20.15679433405022
33153, 36 months,12.0%,C,6 years,RENT,32637,Verified,Feb-2016,Fully Paid,car,NY,30.53622156334232
10486, 60 months,20.5%,G,7 years,MORTGAGE,102778,Source Verified,Feb-2016,Fully Paid,small_business,MI,25.427856099305085
13335, 60 months,18.2%,D,8 years,RENT,72025,Verified,Sep-2016,Fully Paid,home_improvement,FL,31.91729975574925
26364, 60 months,8.7%,A,5 years,MORTGAGE,136917,Not Verified,Mar-2017,Fully Paid,home_improvement,PA,31.724802607228057
32716, 36 months,8.5%,C,2 years,RENT,131187,Not Verified,Oct-2017,Current,car,NY,34.29470102132748
28650, 60 months,7.0%,D,9 years,RENT,129508,Source Verified,Apr-2015,Fully Paid,small_business,NC,26.006439765360025
9491, 36 months,18.2%,B,2 years,RENT,112464,Source Verified,Jun-2016,Fully Paid,debt_consolidation,GA,20.06905152985226
28576, 60 months,20.3%,C,10+ years,RENT,58742,Verified,Apr-2016,Current,small_business,PA,9.989351006272472
16130, 60 months,10.3%,D,< 1 year,OWN,41831,Source Verified,Jul-2015,Current,major_purchase,FL,26.161416789422518
26972, 36 months,5.4%,A,10+ years,MORTGAGE,143768,Verified,Mar-2015,Fully Paid,car,OH,13.747331502797921
12651, 60 months,6.6%,C,4 years,MORTGAGE,145911,Source Verified,Mar-2015,Fully Paid,vacation,NY,13.488427041119937
25020, 36 months,24.4%,D,3 years,MORTGAGE,115092,Source Verified,Jun-2017,Current,small_business,MI,12.148633293442042
32798, 36 months,10.9%,C,8 years,MORTGAGE,120879,Source Verified,Nov-2018,Fully Paid,debt_consolidation,GA,31.253661720543505
6167, 60 months,20.4%,A,8 years,MORTGAGE,118370,Not Verified,Sep-2018,Fully Paid,small_business,CA,31.038933400464746
32192, 36 months,17.5%,A,4 years,RENT,76762,Not Verified,Nov-2018,Fully Paid,home_improvement,NY,23.929113346101744
6062, 60 months,12.6%,B,9 years,MORTGAGE,134824,Verified,Jul-2016,Current,credit_card,IL,19.189429441122076
23540, 60 months,9.1%,F,3 years,RENT,128958,Source Verified,Aug-2016,Fully Paid,home_improvement,IL,25.163433802963972
29244, 36 months,7.4%,B,6 years,RENT,118741,Verified,Sep-2017,Late (16-30 days),vacation,MI,23.21688350895172
26545, 36 months,17.3%,C,5 years,MORTGAGE,48830,Source Verified,Oct-2016,Fully Paid,medical,TX,17.47202744970162
26689, 36 months,20.5%,B,3 years,RENT,85044,Not Verified,Sep-2018,Current,credit_card,MI,16.38892602456903
16174, 36 months,17.9%,B,9 years,RENT,103948,Not Verified,Jul-2017,Fully Paid,medical,GA,16.483829244360507
27925, 60 months,15.6%,E,1 year,RENT,99202,Source Verified,Sep-2016,Fully Paid,small_business,IL,22.674002094681146
32870, 60 months,5.8%,D,< 1 year,RENT,67045,Source Verified,Feb-2018,Current,major_purchase,OH,24.430080683624777
9729, 36 months,24.4%,A,3 years,MORTGAGE,116322,Not Verified,Sep-2018,Fully Paid,vacation,OH,18.55225260546326
14348, 60 months,21.0%,B,3 years,RENT,147257,Not Verified,Mar-2015,Fully Paid,small_business,IL,34.06074350639129
28714, 60 months,10.9%,A,< 1 year,RENT,101051,Verified,May-2018,Fully Paid,debt_consolidation,GA,7.515371540134431
10334, 60 months,24.6%,C,5 years,OWN,137509,Not Verified,Jun-2016,Fully Paid,small_business,NC,15.41141077861331
13924, 60 months,17.0%,D,3 years,RENT,56627,Source Verified,Aug-2017,Fully Paid,credit_card,FL,17.57224049376323
9330, 36 months,16.6%,A,< 1 year,MORTGAGE,45198,Verified,Sep-2018,Charged Off,home_improvement,FL,5.5076403039482935
29394, 36 months,20.0%,B,< 1 year,RENT,99521,Source Verified,Feb-2016,Fully Paid,major_purchase,GA,15.948715630046754
11801, 60 months,21.2%,B,< 1 year,OWN,141439,Verified,Jun-2018,Fully Paid,medical,CA,13.211297515185276
9846, 36 months,18.1%,F,7 years,MORTGAGE,136471,Source Verified,Oct-2018,Fully Paid,small_business,FL,20.181088106824422
11731, 36 months,7.6%,G,9 years,MORTGAGE,59475,Not Verified,May-2015,Charged Off,small_business,PA,15.092316415498077
20368, 36 months,11.8%,A,7 years,MORTGAGE,135752,Source Verified,Jan-2015,Current,home_improvement,FL,26.785464048393838
28625, 60 months,23.6%,D,1 year,MORTGAGE,148998,Verified,Oct-2017,Fully Paid,major_purchase,PA,20.297974862229456
22337, 60 months,9.5%,B,10+ years,RENT,49403,Source Verified,Apr-2017,Fully Paid,car,IL,8.89286700488793
7539, 60 months,12.4%,B,6 years,RENT,33681,Verified,Oct-2017,Late (31-120 days),medical,NC,27.501839724330416
12056, 36 months,13.6%,D,7 years,RENT,121555,Source Verified,Nov-2016,Fully Paid,small_business,MI,7.976866882480298
16516, 60 months,13.8%,F,7 years,MORTGAGE,148884,Not Verified,Jun-2018,Current,small_business,NC,30.17147504238072
16493, 60 months,17.3%,F,10+ years,RENT,123122,Not Verified,Jan-2018,Current,car,FL,32.942665822586584
6542, 36 months,23.9%,C,9 years,RENT,145260,Source Verified,Mar-2016,Current,medical,FL,14.673358705545617
26677, 60 months,9.8%,B,10+ years,RENT,72292,Source Verified,Nov-2015,Fully Paid,credit_card,GA,32.784278997887924
18964, 60 months,7.4%,D,6 years,RENT,133057,Source Verified,Sep-2017,Current,credit_card,MI,28.79024477367615
22575, 36 months,8.9%,B,4 years,RENT,135386,Verified,Feb-2018,Current,vacation,FL,32.6730683301131
11313, 36 months,22.7%,C,< 1 year,MORTGAGE,132306,Source Verified,Feb-2015,Fully Paid,vacation,TX,24.988104107625432
32569, 36 months,17.9%,B,8 years,OWN,35629,Source Verified,Jun-2017,Fully Paid,debt_consolidation,TX,12.069321182642657
28322, 60 months,10.7%,D,6 years,MORTGAGE,123246,Verified,Oct-2018,Fully Paid,home_improvement,CA,31.835697107329178
24065, 60 months,21.3%,B,1 year,MORTGAGE,125864,Not Verified,Oct-2016,Fully Paid,major_purchase,IL,10.52795228512231
30793, 60 months,22.2%,A,5 years,RENT,107814,Source Verified,Feb-2016,Fully Paid,small_business,PA,11.391816530526064
22924, 36 months,21.9%,F,1 year,RENT,38417,Source Verified,Sep-2017,Fully Paid,medical,NC,13.131889704210911
27556, 36 months,23.4%,A,< 1 year,RENT,148888,Not Verified,Mar-2018,Fully Paid,small_business,IL,14.127389344597539
32812, 60 months,10.0%,C,6 years,RENT,64765,Not Verified,Dec-2018,Fully Paid,vacation,PA,20.434389263930917
26925, 60 months,20.1%,B,1 year,MORTGAGE,104499,Verified,Mar-2017,Fully Paid,debt_consolidation,PA,26.403720813021323
31962, 36 months,14.2%,A,1 year,RENT,144088,Source Verified,Dec-2017,Charged Off,medical,NY,32.78624523202051
33295, 36 months,21.8%,A,10+ years,RENT,86574,Source Verified,Jun-2015,Late (31-120 days),medical,FL,7.6531276200650735
18807, 36 months,19.6%,A,4 years,OWN,132828,Verified,Apr-2015,Fully Paid,small_business,CA,33.63108086684707
14580, 36 months,20.5%,E,4 years,MORTGAGE,120545,Not Verified,Mar-2015,Fully Paid,home_improvement,FL,32.6396890129044
31432, 60 months,18.1%,B,6 years,MORTGAGE,57675,Verified,May-2018,Fully Paid,debt_consolidation,CA,6.619978765431168
22749, 36 months,8.5%,F,< 1 year,MORTGAGE,131711,Not Verified,May-2018,Charged Off,home_improvement,IL,15.80963413074688
13691, 60 months,15.9%,C,7 years,MORTGAGE,102267,Verified,Nov-2018,Current,debt_consolidation,GA,29.394301708980095
31256, 60 months,24.7%,B,2 years,RENT,70563,Not Verified,Mar-2015,Late (31-120 days),small_business,GA,23.347296364382032
30086, 60 months,23.7%,C,3 years,MORTGAGE,41332,Verified,Nov-2018,Fully Paid,debt_consolidation,IL,28.372818301453112
12494, 36 months,5.9%,C,8 years,RENT,49177,Not Verified,Aug-2018,Late (16-30 days),credit_card,MI,26.571000163696624
9312, 36 months,8.3%,D,3 years,MORTGAGE,119254,Not Verified,Nov-2018,Fully Paid,medical,TX,19.90310339381491
6324, 36 months,7.6%,B,9 years,MORTGAGE,98447,Not Verified,Aug-2016,Charged Off,major_purchase,PA,6.236541378550986
30731, 36 months,19.5%,B,4 years,RENT,87104,Not Verified,Dec-2018,Fully Paid,small_business,CA,22.52804606193503
31403, 60 months,21.4%,E,6 years,MORTGAGE,114335,Not Verified,Nov-2015,Current,car,OH,6.456999591778879
8141, 36 months,9.3%,F,3 years,MORTGAGE,144938,Source Verified,Apr-2018,Fully Paid,major_purchase,FL,23.111801526053924
28803, 36 months,15.1%,E,< 1 year,RENT,110730,Not Verified,Dec-2018,Charged Off,small_business,IL,29.012325874810347
24870, 60 months,21.8%,B,8 years,MORTGAGE,34951,Source Verified,Nov-2015,Current,major_purchase,PA,22.549752461057558
6810, 36 months,19.7%,D,3 years,RENT,136402,Not Verified,Sep-2018,Fully Paid,credit_card,CA,34.91065413685091
11588, 60 months,15.8%,C,8 years,OWN,58333,Source Verified,Dec-2015,Fully Paid,major_purchase,NC,18.675995005412993
24307, 60 months,16.8%,C,5 years,OWN,51673,Source Verified,Oct-2016,Current,debt_consolidation,MI,27.464823908119623
10301, 60 months,15.2%,B,< 1 year,OWN,144421,Verified,Oct-2015,Fully Paid,vacation,FL,25.016398752257224
31790, 60 months,11.0%,C,2 years,MORTGAGE,70870,Not Verified,Jul-2018,Fully Paid,major_purchase,GA,34.742950746742636
25570, 60 months,16.3%,A,10+ years,MORTGAGE,101101,Verified,Oct-2017,Fully Paid,small_business,IL,26.396570152313153
30289, 60 months,18.8%,B,1 year,MORTGAGE,52821,Verified,Aug-2017,Fully Paid,car,GA,9.920921943781682
27361, 60 months,22.5%,E,8 years,RENT,55494,Not Verified,Jan-2015,Fully Paid,car,CA,33.66553119251722
33178, 60 months,17.7%,B,< 1 year,MORTGAGE,129477,Verified,Oct-2018,Fully Paid,vacation,GA,25.03331679337284
33710, 36 months,20.2%,A,8 years,RENT,104160,Not Verified,May-2016,Fully Paid,home_improvement,FL,6.780146924191697
20485, 36 months,8.2%,A,8 years,MORTGAGE,142698,Verified,Oct-2016,Fully Paid,vacation,TX,24.727049173538372
16714, 36 months,14.2%,F,7 years,RENT,141560,Not Verified,Jun-2015,Current,medical,PA,31.493582200243253
25652, 36 months,5.2%,C,7 years,RENT,30835,Not Verified,Oct-2015,Late (16-30 days),major_purchase,TX,22.31125585970075
9748, 60 months,9.9%,B,10+ years,MORTGAGE,48646,Not Verified,Jan-2016,Charged Off,car,IL,15.620589140960336
26233, 36 months,19.5%,E,< 1 year,RENT,107360,Source Verified,Apr-2017,Fully Paid,vacation,TX,29.62728902211848
14435, 60 months,24.8%,E,10+ years,RENT,67335,Verified,Jan-2015,Late (31-120 days),major_purchase,NY,28.475360246174883
8709, 36 months,7.0%,B,7 years,RENT,99351,Source Verified,Aug-2016,Fully Paid,medical,PA,21.325464626939024
30657, 36 months,13.0%,D,9 years,RENT,144934,Verified,Nov-2017,Fully Paid,car,CA,9.63085309687701
28003, 36 months,21.0%,D,2 years,RENT,32429,Verified,Feb-2015,Late (31-120 days),medical,PA,12.52959456569544
30031, 60 months,9.1%,D,10+ years,RENT,71950,Verified,Nov-2018,Current,major_purchase,NY,27.15451916558317
18116, 36 months,16.1%,A,6 years,OWN,90654,Source Verified,Apr-2017,Current,small_business,OH,29.182464961847824
30470, 60 months,19.7%,E,10+ years,RENT,137422,Verified,Dec-2018,Current,major_purchase,TX,13.377958341229693
14576, 60 months,17.3%,C,< 1 year,MORTGAGE,139934,Source Verified,Nov-2015,Fully Paid,vacation,PA,16.0395523156036
15150, 36 months,8.8%,B,< 1 year,RENT,149975,Not Verified,Jan-2017,Fully Paid,medical,GA,7.328956557493854
24456, 36 months,12.1%,B,9 years,MORTGAGE,98143,Verified,Nov-2015,Charged Off,small_business,CA,26.403858450994992
11530, 36 months,20.7%,A,4 years,MORTGAGE,121186,Verified,Mar-2016,Fully Paid,small_business,NC,5.107326338000941
15188, 60 months,16.1%,A,4 years,RENT,134234,Not Verified,Jan-2016,Fully Paid,home_improvement,IL,6.396245636572042
19683, 36 months,5.1%,D,7 years,MORTGAGE,127889,Not Verified,Nov-2018,Current,car,IL,5.130322033522697
33861, 60 months,20.2%,A,6 years,MORTGAGE,132326,Verified,Feb-2017,Current,debt_consolidation,IL,24.3595875001285
5504, 60 months,5.7%,B,7 years,MORTGAGE,107527,Not Verified,Dec-2016,Fully Paid,small_business,PA,17.521613831016396
6214, 36 months,19.9%,C,5 years,OWN,116704,Source Verified,Jul-2016,Current,medical,TX,13.926402840299907
6531, 36 months,9.0%,A,5 years,RENT,61099,Source Verified,Jan-2015,Current,car,PA,32.381030310713314
33016, 60 months,24.2%,G,1 year,MORTGAGE,69385,Verified,Jul-2017,Charged Off,credit_card,FL,10.7840838402982
28960, 60 months,12.4%,B,5 years,MORTGAGE,65919,Source Verified,Apr-2016,Fully Paid,major_purchase,GA,16.68104031144202
5823, 60 months,11.5%,B,4 years,MORTGAGE,126952,Source Verified,Jun-2016,Fully Paid,vacation,NC,33.209354027832546
22312, 36 months,8.0%,B,2 years,RENT,90782,Verified,Aug-2015,Fully Paid,medical,NC,17.813196885111275
10029, 60 months,11.1%,B,5 years,MORTGAGE,101116,Not Verified,Jun-2018,Fully Paid,credit_card,GA,21.640810569411734
18428, 36 months,22.5%,A,7 years,MORTGAGE,102590,Verified,Nov-2015,Fully Paid,medical,NY,7.410105997084627
21517, 60 months,24.9%,D,8 years,RENT,119626,Source Verified,Sep-2018,Fully Paid,major_purchase,MI,28.70499160680387
7105, 60 months,12.4%,F,< 1 year,RENT,70387,Verified,Jun-2018,Fully Paid,home_improvement,FL,17.682763312647147
8627, 36 months,14.0%,B,2 years,RENT,45823,Verified,Sep-2017,Late (31-120 days),medical,CA,29.015453737954502
17972, 60 months,19.4%,D,2 years,MORTGAGE,76015,Source Verified,Feb-2016,Fully Paid,small_business,NC,12.613929276679764
27700, 36 months,22.7%,D,10+ years,MORTGAGE,132877,Source Verified,Apr-2015,Current,debt_consolidation,IL,17.6743625168423
6852, 36 months,16.9%,E,7 years,MORTGAGE,45339,Verified,Aug-2015,Charged Off,small_business,PA,28.59646809095031
9910, 60 months,12.8%,B,< 1 year,OWN,33491,Source Verified,Sep-2016,Fully Paid,major_purchase,NY,34.21633301130919
34844, 36 months,13.3%,B,4 years,OWN,30706,Source Verified,Sep-2017,Late (31-120 days),medical,MI,6.788765731618066
25559, 36 months,18.9%,B,2 years,RENT,127493,Source Verified,May-2017,Fully Paid,debt_consolidation,GA,29.37368532256713
32509, 60 months,5.1%,D,1 year,OWN,45728,Source Verified,Sep-2018,Fully Paid,small_business,OH,14.020672028813307
32860, 36 months,17.4%,E,7 years,MORTGAGE,36997,Source Verified,Jun-2018,Current,debt_consolidation,CA,21.522298426732164
33874, 36 months,12.1%,A,2 years,MORTGAGE,133537,Source Verified,Apr-2015,Fully Paid,vacation,MI,13.702767948522437
16003, 36 months,20.9%,B,6 years,MORTGAGE,90408,Not Verified,Jan-2016,Charged Off,major_purchase,IL,23.403364177039705
26732, 60 months,6.9%,F,10+ years,MORTGAGE,88097,Verified,Mar-2016,Fully Paid,home_improvement,MI,15.614084919319266
30826, 36 months,16.8%,E,< 1 year,OWN,68523,Source Verified,Jun-2016,Current,home_improvement,NC,15.008446729330444
18843, 60 months,14.6%,G,5 years,OWN,55163,Verified,Apr-2016,Fully Paid,medical,PA,6.138149388078066
16704, 60 months,17.8%,D,2 years,MORTGAGE,47718,Not Verified,Sep-2016,Charged Off,small_business,GA,9.408812177114346
